serial_number,time_stamp,1 year,2 year,3 year,4 year,5 year,6 year,7 year,8 year,9 year,10 year,15 year,20 year,25 year,30 year
5966,1983-05-17,6.658,6.804,7.024,7.379,7.751,7.78,7.296,7.708,7.766,,,,,
5967,1983-05-16,6.65,6.794,7.013,7.36,7.741,7.773,7.296,7.707,7.766,,,,,
5968,1983-05-14,6.655,6.774,6.991,7.332,7.715,7.748,7.279,7.687,7.75,,,,,
5969,1983-05-13,6.647,6.77,6.973,7.31,7.696,7.715,7.26,7.669,7.733,,,,,
5970,1983-05-12,6.649,6.771,6.955,7.3,7.687,7.699,7.243,7.651,7.717,,,,,
5971,1983-05-11,6.652,6.752,6.925,7.272,7.67,7.682,7.244,7.634,7.699,,,,,
5972,1983-05-10,6.654,6.753,6.925,7.271,7.668,7.683,7.244,7.633,7.7,,,,,
5973,1983-05-09,6.646,6.754,6.933,7.279,7.674,7.686,7.243,7.631,7.7,,,,,
5974,1983-05-07,6.671,6.771,6.958,7.294,7.698,7.714,7.244,7.637,7.71,,,,,
5975,1983-05-06,6.693,6.799,6.987,7.348,7.733,7.749,7.263,7.653,7.727,,,,,
5976,1983-05-04,6.812,6.829,7.012,7.372,7.755,7.785,7.274,7.666,7.746,,,,,
5977,1983-05-02,6.825,6.846,7.03,7.387,7.778,7.821,7.292,7.689,7.774,,,,,
5978,1983-04-30,6.83,6.843,7.029,7.384,7.792,7.832,7.293,7.694,7.783,,,,,
5979,1983-04-28,6.824,6.845,7.026,7.387,7.792,7.833,7.295,7.692,7.784,,,,,
5980,1983-04-27,6.846,6.862,7.044,7.392,7.807,7.852,7.303,7.698,7.794,,,,,
5981,1983-04-26,6.848,6.863,7.044,7.391,7.805,7.855,7.304,7.697,7.794,,,,,
5982,1983-04-25,6.85,6.864,7.044,7.389,7.803,7.864,7.305,7.696,7.795,,,,,
5983,1983-04-23,6.841,6.891,7.063,7.404,7.817,7.891,7.325,7.718,7.821,,,,,
5984,1983-04-22,6.843,6.892,7.069,7.412,7.817,7.9,7.326,7.724,7.83,,,,,
5985,1983-04-21,6.843,6.907,7.088,7.42,7.823,7.909,7.334,7.731,7.84,,,,,
5986,1983-04-20,6.847,6.888,7.069,7.403,7.788,7.899,7.336,7.714,7.822,,,,,
5987,1983-04-19,6.839,6.889,7.065,7.402,7.787,7.899,7.337,7.712,7.822,,,,,
5988,1983-04-18,6.841,6.89,7.065,7.4,7.787,7.9,7.338,7.711,7.823,,,,,
5989,1983-04-15,6.837,6.888,7.065,7.397,7.782,7.91,7.348,7.715,7.832,,,,,
5990,1983-04-14,6.838,6.889,7.055,7.388,7.765,7.895,7.332,7.697,7.816,,,,,
5991,1983-04-13,6.841,6.885,7.054,7.388,7.749,7.886,7.324,7.687,7.808,,,,,
5992,1983-04-12,6.842,6.888,7.034,7.376,7.747,7.887,7.325,7.686,7.809,,,,,
5993,1983-04-11,6.873,6.911,7.035,7.375,7.745,7.887,7.324,7.692,7.818,,,,,
5994,1983-04-09,6.867,6.907,7.035,7.373,7.744,7.895,7.344,7.698,7.832,,,,,
5995,1983-04-08,6.887,6.929,7.054,7.381,7.75,7.904,7.353,7.713,7.845,,,,,
5996,1983-04-07,6.889,6.929,7.055,7.361,7.732,7.888,7.337,7.695,7.828,,,,,
5997,1983-04-06,6.94,6.959,7.063,7.379,7.749,7.898,7.347,7.702,7.836,,,,,
5998,1983-04-05,6.942,6.96,7.062,7.394,7.756,7.906,7.364,7.732,7.877,,,,,
5999,1983-04-04,6.933,6.961,7.053,7.375,7.747,7.889,7.362,7.716,7.858,,,,,
6000,1983-04-02,6.937,6.958,7.053,7.365,7.744,7.9,7.365,7.721,7.863,,,,,
6001,1983-04-01,6.958,6.979,7.079,7.382,7.76,7.918,7.384,7.736,7.875,,,,,
6002,1983-03-31,6.989,7.002,7.139,7.439,7.79,7.926,7.418,7.747,7.88,,,,,
6003,1983-03-30,6.99,7.003,7.139,7.438,7.788,7.926,7.419,7.746,7.88,,,,,
6004,1983-03-29,6.992,7.004,7.139,7.437,7.786,7.926,7.42,7.745,7.88,,,,,
6005,1983-03-28,6.984,7,7.139,7.437,7.779,7.909,7.421,7.722,7.853,,,,,
6006,1983-03-26,6.987,7.002,7.139,7.435,7.776,7.901,7.421,7.711,7.843,,,,,
6007,1983-03-25,6.988,7.005,7.119,7.43,7.771,7.876,7.412,7.687,7.817,,,,,
6008,1983-03-24,7.036,7.05,7.175,7.47,7.803,7.919,7.434,7.702,7.834,,,,,
6009,1983-03-23,7.038,7.05,7.182,7.469,7.809,7.931,7.437,7.7,7.835,,,,,
6010,1983-03-22,7.04,7.05,7.191,7.487,7.809,7.939,7.438,7.699,7.83,,,,,
6011,1983-03-18,7.06,7.092,7.269,7.55,7.856,7.985,7.469,7.734,7.881,,,,,
6012,1983-03-17,7.111,7.161,7.378,7.62,7.913,8.048,7.5,7.771,7.926,,,,,
6013,1983-03-16,7.103,7.156,7.378,7.618,7.921,8.049,7.516,7.787,7.942,,,,,
6014,1983-03-15,7.133,7.176,7.405,7.64,7.936,8.074,7.537,7.802,7.959,,,,,
6015,1983-03-14,7.124,7.175,7.414,7.655,7.958,8.1,7.563,7.84,8.003,,,,,
6016,1983-03-12,7.126,7.177,7.41,7.652,7.957,8.084,7.562,7.824,7.984,,,,,
6017,1983-03-11,7.112,7.15,7.374,7.623,7.94,8.062,7.544,7.806,7.968,,,,,
6018,1983-03-10,7.079,7.112,7.327,7.567,7.896,8.024,7.542,7.792,7.948,,,,,
6019,1983-03-09,7.08,7.115,7.311,7.556,7.888,8.015,7.542,7.784,7.939,,,,,
6020,1983-03-08,7.028,7.065,7.271,7.511,7.841,7.987,7.518,7.742,7.896,,,,,
6021,1983-03-07,6.985,7.027,7.225,7.478,7.817,7.945,7.499,7.705,7.856,,,,,
6022,1983-03-05,6.979,7.023,7.222,7.495,7.818,7.966,7.522,7.718,7.873,,,,,
6023,1983-03-04,6.986,7.008,7.2,7.484,7.81,7.949,7.519,7.718,7.873,,,,,
6024,1983-03-03,6.951,6.98,7.162,7.451,7.791,7.927,7.502,7.701,7.856,,,,,
6025,1983-03-02,6.952,6.981,7.162,7.45,7.79,7.919,7.499,7.7,7.856,,,,,
6026,1983-03-01,6.954,6.981,7.163,7.449,7.793,7.905,7.496,7.7,7.856,,,,,
6027,1983-02-28,6.953,6.957,7.125,7.41,7.758,7.859,7.493,7.667,7.807,,,,,
6028,1983-02-26,6.946,6.956,7.107,7.39,7.739,7.857,7.49,7.649,7.79,,,,,
6029,1983-02-25,6.991,6.996,7.145,7.427,7.772,7.891,7.518,7.673,7.816,,,,,
6030,1983-02-24,7.027,7.03,7.184,7.453,7.807,7.944,7.549,7.71,7.86,,,,,
6031,1983-02-23,7.053,7.06,7.211,7.489,7.822,7.95,7.566,7.733,7.886,,,,,
6032,1983-02-22,7.03,7.035,7.167,7.44,7.791,7.927,7.538,7.713,7.872,,,,,
6033,1983-02-21,7.004,7.016,7.145,7.423,7.759,7.913,7.532,7.703,7.864,,,,,
6034,1983-02-18,6.952,6.998,7.178,7.489,7.735,7.858,7.798,7.81,7.838,,,,,
6035,1983-02-17,6.901,6.951,7.129,7.444,7.674,7.8,7.765,7.776,7.799,,,,,
6036,1983-02-16,6.893,6.941,7.104,7.417,7.655,7.775,7.739,7.751,7.773,,,,,
6037,1983-02-15,6.926,6.968,7.196,7.461,7.671,7.816,7.73,7.742,7.763,,,,,
6038,1983-02-14,6.948,6.99,7.239,7.516,7.706,7.834,7.731,7.742,7.763,,,,,
6039,1983-02-12,6.962,7.007,7.286,7.576,7.732,7.833,7.731,7.742,7.763,,,,,
6040,1983-02-10,6.986,7.024,7.311,7.6,7.824,7.934,7.817,7.826,7.847,,,,,
6041,1983-02-09,6.988,7.034,7.355,7.629,7.841,7.948,7.834,7.843,7.863,,,,,
6042,1983-02-08,7.01,7.05,7.383,7.655,7.858,7.965,7.86,7.868,7.888,,,,,
6043,1983-02-07,7.032,7.067,7.401,7.672,7.865,7.964,7.893,7.9,7.914,,,,,
6044,1983-02-05,7.035,7.068,7.4,7.67,7.865,7.965,7.894,7.9,7.914,,,,,
6045,1983-02-04,7.026,7.068,7.396,7.67,7.856,7.965,7.868,7.876,7.896,,,,,
6046,1983-02-03,7.028,7.069,7.387,7.685,7.873,7.964,7.887,7.891,7.911,,,,,
6047,1983-02-02,7.03,7.063,7.412,7.703,7.873,7.964,7.878,7.883,7.903,,,,,
6048,1983-02-01,7.079,7.143,7.46,7.75,7.881,7.98,7.92,7.925,7.944,,,,,
6049,1983-01-31,7.081,7.143,7.466,7.767,7.897,8.011,7.962,7.966,8.059,,,,,
6050,1983-01-29,7.024,7.091,7.417,7.721,7.856,7.938,7.885,7.889,7.984,,,,,
6051,1983-01-28,7.028,7.061,7.39,7.693,7.854,7.915,7.845,7.846,7.943,,,,,
6052,1983-01-27,7.126,7.164,7.412,7.692,7.853,7.916,7.82,7.82,7.934,,,,,
6053,1983-01-26,7.128,7.16,7.408,7.691,7.853,7.914,7.845,7.845,7.982,,,,,
6054,1983-01-25,7.22,7.348,7.64,7.873,7.997,8.087,7.991,7.986,8.146,,,,,
6055,1983-01-24,7.171,7.298,7.547,7.824,7.982,8.038,7.979,7.98,8.107,,,,,
6056,1983-01-22,6.968,7.106,7.357,7.684,7.852,7.928,7.926,7.931,8.02,,,,,
6057,1983-01-21,6.828,6.918,7.127,7.446,7.717,7.819,7.807,7.813,7.876,,,,,
6058,1983-01-20,6.815,6.856,7.034,7.359,7.654,7.763,7.724,7.729,7.794,,,,,
6059,1983-01-19,6.748,6.8,6.967,7.287,7.583,7.71,7.697,7.704,7.77,,,,,
6060,1983-01-18,6.675,6.719,6.891,7.206,7.506,7.624,7.658,7.679,7.723,,,,,
6061,1983-01-17,6.648,6.699,6.875,7.175,7.505,7.593,7.631,7.654,7.689,,,,,
6062,1983-01-14,6.656,6.698,6.871,7.172,7.511,7.593,7.622,7.646,7.675,,,,,
6063,1983-01-13,6.686,6.729,6.901,7.197,7.562,7.612,7.655,7.673,7.693,,,,,
6064,1983-01-12,6.763,6.808,6.956,7.244,7.582,7.612,7.661,7.681,7.696,,,,,
6065,1983-01-11,6.774,6.824,6.974,7.26,7.591,7.613,7.646,7.665,7.675,,,,,
6066,1983-01-10,6.823,6.871,7.021,7.299,7.608,7.639,7.648,7.665,7.661,,,,,
6067,1983-01-08,6.893,6.938,7.098,7.335,7.634,7.655,7.681,7.699,7.689,,,,,
6068,1983-01-07,6.895,6.939,7.098,7.334,7.632,7.657,7.679,7.699,7.69,,,,,
6069,1983-01-06,6.897,6.941,7.088,7.333,7.631,7.658,7.656,7.674,7.652,,,,,
6070,1983-01-05,6.88,6.922,7.07,7.308,7.59,7.615,7.605,7.622,7.611,,,,,
6071,1983-01-04,6.872,6.917,7.066,7.307,7.597,7.626,7.575,7.585,7.594,,,,,
6072,1982-12-28,7.021,7.065,7.159,7.421,7.721,7.755,7.68,7.688,7.674,,,,,
6073,1982-12-27,7.023,7.063,7.185,7.447,7.746,7.78,7.714,7.722,7.707,,,,,
6074,1982-12-25,7.026,7.065,7.185,7.445,7.744,7.779,7.715,7.721,7.714,,,,,
6075,1982-12-24,6.973,7.015,7.137,7.415,7.725,7.765,7.682,7.687,7.682,,,,,
6076,1982-12-23,7.073,7.116,7.195,7.474,7.792,7.836,7.699,7.692,7.71,,,,,
6077,1982-12-22,7.075,7.116,7.208,7.524,7.844,7.886,7.743,7.733,7.758,,,,,
6078,1982-12-21,7.226,7.239,7.324,7.608,7.913,7.952,7.827,7.819,7.834,,,,,
6079,1982-12-20,7.223,7.257,7.358,7.637,7.931,7.967,7.858,7.846,7.858,,,,,
6080,1982-12-17,7.205,7.299,7.391,7.653,7.933,7.964,7.881,7.872,7.883,,,,,
6081,1982-12-16,7.21,7.282,7.37,7.628,7.892,7.921,7.861,7.858,7.846,,,,,
6082,1982-12-15,7.196,7.342,7.42,7.672,7.904,7.925,7.899,7.901,7.88,,,,,
6083,1982-12-14,7.181,7.401,7.479,7.736,7.937,7.946,7.939,7.943,7.934,,,,,
6084,1982-12-13,7.177,7.42,7.497,7.754,7.955,7.962,7.964,7.969,7.959,,,,,
6085,1982-12-11,7.182,7.403,7.476,7.73,7.95,7.963,7.955,7.96,7.957,,,,,
6086,1982-12-10,7.172,7.402,7.476,7.732,7.952,7.964,7.963,7.969,7.959,,,,,
6087,1982-12-09,7.197,7.317,7.396,7.659,7.889,7.899,7.881,7.883,7.895,,,,,
6088,1982-12-08,7.201,7.304,7.352,7.633,7.872,7.883,7.863,7.866,7.873,,,,,
6089,1982-12-07,7.393,7.428,7.487,7.74,7.892,7.891,7.852,7.846,7.875,,,,,
6090,1982-12-06,7.459,7.514,7.586,7.855,7.97,7.952,7.956,7.957,7.981,,,,,
6091,1982-12-04,7.464,7.503,7.566,7.853,7.949,7.926,7.93,7.934,7.939,,,,,
6092,1982-12-03,7.46,7.518,7.602,7.859,7.947,7.926,7.93,7.934,7.939,,,,,
6093,1982-12-02,7.455,7.536,7.62,7.879,7.951,7.92,7.964,7.979,7.961,,,,,
6094,1982-12-01,7.485,7.624,7.772,7.954,8.027,8.009,8.013,8.02,7.991,,,,,
6095,1982-11-30,7.514,7.75,7.896,8.144,8.219,8.194,8.159,8.147,8.169,,,,,
6096,1982-11-29,7.556,7.795,7.935,8.222,8.306,8.276,8.232,8.216,8.246,,,,,
6097,1982-11-27,7.591,7.826,7.956,8.246,8.34,8.304,8.248,8.226,8.278,,,,,
6098,1982-11-26,7.586,7.84,7.963,8.267,8.36,8.318,8.265,8.242,8.301,,,,,
6099,1982-11-25,7.585,7.84,7.961,8.281,8.369,8.326,8.267,8.241,8.306,,,,,
6100,1982-11-24,7.586,7.837,7.975,8.29,8.383,8.345,8.271,8.239,8.312,,,,,
6101,1982-11-22,7.585,7.837,7.974,8.296,8.399,8.361,8.293,8.265,8.335,,,,,
6102,1982-11-19,7.715,7.943,8.03,8.112,8.418,8.406,8.428,8.017,8.262,,,,,
6103,1982-11-18,7.712,7.937,8.036,8.134,8.433,8.412,8.46,8.05,8.291,,,,,
6104,1982-11-17,7.709,7.936,8.025,8.133,8.434,8.411,8.486,8.051,8.304,,,,,
6105,1982-11-16,7.706,7.935,8.024,8.132,8.448,8.403,8.502,8.035,8.306,,,,,
6106,1982-11-15,7.703,7.935,8.024,8.114,8.416,8.379,8.46,8.018,8.285,,,,,
6107,1982-11-13,7.708,7.934,8.016,8.094,8.387,8.354,8.445,8.011,8.269,,,,,
6108,1982-11-12,7.705,7.933,8.016,8.093,8.43,8.395,8.456,8.012,8.273,,,,,
6109,1982-11-11,7.702,7.932,8.016,8.092,8.446,8.41,8.464,8.021,8.28,,,,,
6110,1982-11-10,7.699,7.932,8.016,8.091,8.47,8.435,8.473,8.022,8.278,,,,,
6111,1982-11-09,7.696,7.931,8.023,8.098,8.502,8.475,8.515,8.048,8.304,,,,,
6112,1982-11-08,7.692,7.957,8.035,8.097,8.5,8.474,8.523,8.049,8.307,,,,,
6113,1982-11-06,7.696,7.956,8.035,8.095,8.5,8.475,8.515,8.05,8.3,,,,,
6114,1982-11-05,7.693,7.971,8.061,8.121,8.524,8.497,8.542,8.068,8.319,,,,,
6115,1982-11-04,7.689,7.97,8.061,8.12,8.53,8.505,8.549,8.085,8.329,,,,,
6116,1982-11-02,7.683,7.969,8.06,8.127,8.538,8.513,8.552,8.087,8.325,,,,,
6117,1982-11-01,7.787,7.991,8.097,8.153,8.554,8.53,8.561,8.088,8.329,,,,,
6118,1982-10-30,7.846,7.991,8.096,8.152,8.551,8.529,8.562,8.09,8.326,,,,,
6119,1982-10-29,7.842,8.001,8.121,8.19,8.561,8.536,8.58,8.098,8.335,,,,,
6120,1982-10-28,7.837,8.016,8.121,8.189,8.559,8.544,8.596,8.107,8.347,,,,,
6121,1982-10-27,7.834,8.016,8.114,8.179,8.558,8.542,8.611,8.117,8.357,,,,,
6122,1982-10-26,7.831,8.015,8.114,8.178,8.559,8.544,8.613,8.126,8.359,,,,,
6123,1982-10-25,7.839,8.015,8.096,8.15,8.548,8.534,8.605,8.119,8.349,,,,,
6124,1982-10-23,7.832,8.014,8.096,8.131,8.529,8.518,8.588,8.104,8.33,,,,,
6125,1982-10-22,7.829,8.013,8.096,8.131,8.52,8.51,8.58,8.096,8.32,,,,,
6126,1982-10-21,7.824,8.033,8.109,8.131,8.518,8.509,8.589,8.114,8.33,,,,,
6127,1982-10-20,7.83,8.043,8.109,8.121,8.509,8.501,8.572,8.106,8.316,,,,,
6128,1982-10-19,7.827,8.043,8.109,8.12,8.509,8.501,8.572,8.107,8.315,,,,,
6129,1982-10-18,7.824,8.042,8.109,8.12,8.508,8.502,8.574,8.108,8.314,,,,,
6130,1982-10-15,7.823,8.056,8.11,8.125,8.513,8.509,8.575,8.119,8.313,,,,,
6131,1982-10-14,7.819,8.055,8.11,8.123,8.536,8.52,8.575,8.119,8.312,,,,,
6132,1982-10-13,7.816,8.054,8.11,8.114,8.526,8.512,8.56,8.104,8.294,,,,,
6133,1982-10-12,7.813,8.049,8.099,8.105,8.51,8.495,8.552,8.089,8.28,,,,,
6134,1982-10-09,7.816,8.037,8.092,8.094,8.499,8.488,8.545,8.082,8.267,,,,,
6135,1982-10-08,7.81,8.056,8.11,8.12,8.514,8.503,8.56,8.099,8.282,,,,,
6136,1982-10-07,7.8,8.099,8.166,8.171,8.579,8.564,8.658,8.196,8.373,,,,,
6137,1982-10-06,7.805,8.113,8.184,8.187,8.595,8.582,8.673,8.214,8.388,,,,,
6138,1982-10-05,7.784,8.087,8.148,8.151,8.562,8.549,8.639,8.187,8.358,,,,,
6139,1982-10-04,7.752,8.055,8.118,8.125,8.521,8.51,8.59,8.153,8.315,,,,,
6140,1982-10-02,7.747,8.049,8.111,8.115,8.509,8.502,8.568,8.13,8.289,,,,,
6141,1982-10-01,7.747,8.028,8.092,8.096,8.499,8.496,8.554,8.114,8.271,,,,,
6142,1982-09-30,7.755,8.028,8.091,8.096,8.49,8.487,8.547,8.102,8.314,,,,,
6143,1982-09-29,7.752,8.027,8.091,8.096,8.488,8.487,8.547,8.103,8.312,,,,,
6144,1982-09-28,7.743,8.055,8.122,8.12,8.529,8.527,8.589,8.13,8.347,,,,,
6145,1982-09-27,7.69,8.022,8.092,8.095,8.481,8.477,8.554,8.106,8.315,,,,,
6146,1982-09-25,7.684,8.02,8.092,8.094,8.471,8.468,8.546,8.1,8.297,,,,,
6147,1982-09-24,7.692,8.02,8.092,8.093,8.469,8.467,8.546,8.101,8.295,,,,,
6148,1982-09-22,7.681,8.037,8.111,8.11,8.484,8.483,8.571,8.121,8.314,,,,,
6149,1982-09-21,7.676,8.045,8.122,8.12,8.493,8.49,8.594,8.141,8.328,,,,,
6150,1982-09-20,7.679,8.016,8.092,8.09,8.474,8.476,8.555,8.112,8.303,,,,,
6151,1982-09-17,7.683,8.006,8.074,8.079,8.461,8.472,8.525,8.097,8.271,,,,,
6152,1982-09-16,7.68,8.005,8.074,8.078,8.461,8.472,8.518,8.089,8.261,,,,,
6153,1982-09-14,7.677,7.99,8.056,8.059,8.442,8.458,8.495,8.074,8.236,,,,,
6154,1982-09-13,7.685,7.99,8.056,8.059,8.44,8.457,8.495,8.074,8.241,,,,,
6155,1982-09-11,7.679,7.988,8.056,8.058,8.439,8.459,8.488,8.075,8.233,,,,,
6156,1982-09-10,7.681,7.97,8.037,8.041,8.413,8.433,8.462,8.057,8.212,,,,,
6157,1982-09-09,7.681,7.96,8.028,8.034,8.388,8.41,8.43,8.039,8.193,,,,,
6158,1982-09-08,7.678,7.959,8.029,8.033,8.395,8.42,8.434,8.078,8.204,,,,,
6159,1982-09-07,7.686,7.959,8.029,8.032,8.399,8.429,8.443,8.089,8.211,,,,,
6160,1982-09-06,7.683,7.958,8.034,8.048,8.41,8.435,8.45,8.099,8.212,,,,,
6161,1982-09-04,7.677,7.957,8.028,8.038,8.399,8.428,8.45,8.1,8.209,,,,,
6162,1982-09-03,7.674,7.956,8.028,8.036,8.411,8.446,8.451,8.107,8.211,,,,,
6163,1982-09-02,7.683,7.956,8.029,8.035,8.418,8.455,8.46,8.118,8.218,,,,,
6164,1982-09-01,7.68,7.956,8.029,8.034,8.416,8.454,8.466,8.128,8.225,,,,,
6165,1982-08-31,7.794,7.986,8.045,8.05,8.444,8.487,8.5,8.155,8.255,,,,,
6166,1982-08-30,7.797,7.967,8.027,8.026,8.419,8.463,8.468,8.121,8.22,,,,,
6167,1982-08-28,7.803,7.967,8.026,8.026,8.403,8.447,8.459,8.116,8.203,,,,,
6168,1982-08-27,7.8,7.967,8.027,8.02,8.387,8.432,8.428,8.096,8.182,,,,,
6169,1982-08-26,7.796,7.969,8.01,8.021,8.4,8.448,8.452,8.116,8.196,,,,,
6170,1982-08-25,7.784,7.994,8.038,8.039,8.417,8.463,8.476,8.135,8.217,,,,,
6171,1982-08-24,7.79,7.967,8.012,8.011,8.411,8.466,8.462,8.127,8.202,,,,,
6172,1982-08-23,7.802,7.959,8.001,7.995,8.391,8.449,8.445,8.111,8.185,,,,,
6173,1982-08-20,7.889,7.941,8.017,8.054,8.437,8.465,8.471,8.079,8.222,,,,,
6174,1982-08-19,7.918,7.96,8.031,8.065,8.445,8.472,8.48,8.088,8.223,,,,,
6175,1982-08-18,7.968,8.053,8.108,8.136,8.547,8.569,8.605,8.172,8.328,,,,,
6176,1982-08-17,7.964,8.101,8.207,8.243,8.647,8.666,8.695,8.257,8.414,,,,,
6177,1982-08-16,7.961,8.1,8.153,8.179,8.603,8.632,8.64,8.208,8.36,,,,,
6178,1982-08-14,7.964,8.098,8.134,8.159,8.603,8.632,8.625,8.192,8.341,,,,,
6179,1982-08-13,7.961,8.097,8.187,8.211,8.668,8.697,8.699,8.236,8.401,,,,,
6180,1982-08-12,7.958,8.095,8.205,8.228,8.685,8.712,8.723,8.261,8.43,,,,,
6181,1982-08-11,7.913,8.05,8.205,8.21,8.683,8.711,8.716,8.261,8.429,,,,,
6182,1982-08-10,7.858,8,8.132,8.137,8.614,8.647,8.635,8.178,8.347,,,,,
6183,1982-08-09,7.865,8,8.087,8.091,8.571,8.606,8.595,8.136,8.304,,,,,
6184,1982-08-07,7.859,7.998,8.069,8.072,8.542,8.583,8.571,8.079,8.264,,,,,
6185,1982-08-06,7.858,7.97,8.068,8.063,8.5,8.559,8.532,8.071,8.236,,,,,
6186,1982-08-05,7.855,7.97,8.042,8.036,8.481,8.51,8.49,8.063,8.206,,,,,
6187,1982-08-04,7.862,7.97,8.031,8.018,8.439,8.47,8.441,8.046,8.17,,,,,
6188,1982-08-03,7.859,7.969,8.031,8.017,8.429,8.47,8.424,8.046,8.161,,,,,
6189,1982-08-02,7.854,8.001,8.032,8.033,8.471,8.498,8.432,8.053,8.168,,,,,
6190,1982-07-31,7.848,7.999,8.042,8.04,8.468,8.496,8.435,8.055,8.166,,,,,
6191,1982-07-30,7.856,7.998,8.05,8.048,8.491,8.528,8.459,8.072,8.186,,,,,
6192,1982-07-29,7.853,7.996,8.068,8.065,8.508,8.544,8.462,8.073,8.19,,,,,
6193,1982-07-28,7.85,7.995,8.068,8.064,8.506,8.545,8.463,8.074,8.189,,,,,
6194,1982-07-27,7.847,7.994,8.067,8.064,8.507,8.545,8.463,8.074,8.188,,,,,
6195,1982-07-26,7.844,7.994,8.05,8.045,8.487,8.527,8.446,8.05,8.162,,,,,
6196,1982-07-24,7.849,7.993,8.049,8.043,8.487,8.528,8.449,8.052,8.16,,,,,
6197,1982-07-23,7.846,7.992,8.049,8.051,8.493,8.536,8.465,8.07,8.175,,,,,
6198,1982-07-22,7.843,7.99,8.067,8.052,8.483,8.551,8.474,8.07,8.18,,,,,
6199,1982-07-21,7.889,8.04,8.07,8.051,8.474,8.534,8.451,8.054,8.158,,,,,
6200,1982-07-20,7.885,8.039,8.063,8.041,8.472,8.536,8.444,8.054,8.153,,,,,
6201,1982-07-19,7.893,8.038,8.07,8.05,8.471,8.544,8.453,8.055,8.156,,,,,
6202,1982-07-16,7.878,8.081,8.108,8.089,8.534,8.591,8.52,8.102,8.206,,,,,
6203,1982-07-15,7.877,8.066,8.089,8.071,8.51,8.566,8.503,8.094,8.193,,,,,
6204,1982-07-14,7.884,8.065,8.089,8.071,8.508,8.569,8.487,8.093,8.184,,,,,
6205,1982-07-13,7.881,8.064,8.09,8.062,8.506,8.569,8.479,8.093,8.18,,,,,
6206,1982-07-12,7.876,8.078,8.109,8.071,8.505,8.561,8.479,8.094,8.179,,,,,
6207,1982-07-10,7.874,8.124,8.181,8.153,8.548,8.6,8.523,8.13,8.214,,,,,
6208,1982-07-09,7.863,8.169,8.213,8.178,8.582,8.631,8.571,8.174,8.257,,,,,
6209,1982-07-08,7.86,8.166,8.23,8.204,8.599,8.655,8.604,8.209,8.289,,,,,
6210,1982-07-07,7.856,8.165,8.22,8.186,8.58,8.632,8.571,8.184,8.259,,,,,
6211,1982-07-06,7.853,8.164,8.22,8.179,8.553,8.622,8.564,8.184,8.255,,,,,
6212,1982-07-05,7.86,8.163,8.22,8.178,8.554,8.622,8.563,8.199,8.262,,,,,
6213,1982-07-03,7.854,8.159,8.246,8.208,8.57,8.63,8.573,8.209,8.269,,,,,
6214,1982-07-02,7.851,8.157,8.252,8.217,8.574,8.661,8.576,8.224,8.278,,,,,
6215,1982-07-01,7.849,8.153,8.279,8.244,8.591,8.683,8.625,8.245,8.308,,,,,
6216,1982-06-30,7.859,8.138,8.26,8.225,8.588,8.67,8.603,8.222,8.371,,,,,
6217,1982-06-29,7.856,8.135,8.277,8.239,8.63,8.678,8.647,8.26,8.408,,,,,
6218,1982-06-28,7.853,8.134,8.277,8.239,8.628,8.68,8.64,8.259,8.407,,,,,
6219,1982-06-26,7.796,8.103,8.251,8.21,8.623,8.689,8.634,8.259,8.405,,,,,
6220,1982-06-25,7.791,8.104,8.225,8.182,8.597,8.656,8.617,8.236,8.385,,,,,
6221,1982-06-24,7.753,8.057,8.18,8.137,8.537,8.61,8.541,8.152,8.303,,,,,
6222,1982-06-23,7.751,8.053,8.203,8.164,8.59,8.689,8.608,8.211,8.365,,,,,
6223,1982-06-22,7.748,8.051,8.212,8.174,8.587,8.712,8.62,8.227,8.374,,,,,
6224,1982-06-21,7.756,8.051,8.211,8.175,8.568,8.71,8.598,8.21,8.351,,,,,
6225,1982-06-18,7.745,8.05,8.184,8.146,8.54,8.687,8.57,8.178,8.315,,,,,
6226,1982-06-17,7.745,8.036,8.15,8.108,8.505,8.654,8.537,8.145,8.282,,,,,
6227,1982-06-16,7.715,7.961,8.085,8.045,8.435,8.589,8.47,8.101,8.221,,,,,
6228,1982-06-15,7.71,7.965,8.044,8,8.391,8.55,8.424,8.074,8.185,,,,,
6229,1982-06-14,7.706,7.966,8.019,7.97,8.352,8.495,8.378,8.032,8.142,,,,,
6230,1982-06-12,7.7,7.964,8.02,7.969,8.35,8.481,8.359,8.033,8.116,,,,,
6231,1982-06-11,7.698,7.962,8.035,7.995,8.394,8.54,8.406,8.059,8.158,,,,,
6232,1982-06-10,7.695,7.96,8.035,7.993,8.408,8.556,8.421,8.077,8.181,,,,,
6233,1982-06-09,7.692,7.962,8.019,7.974,8.304,8.488,8.37,8.001,8.123,,,,,
6234,1982-06-08,7.645,7.914,7.989,7.955,8.221,8.411,8.341,7.978,8.097,,,,,
6235,1982-06-07,7.643,7.913,7.989,7.955,8.219,8.411,8.35,7.98,8.101,,,,,
6236,1982-06-05,7.636,7.913,7.973,7.939,8.183,8.401,8.383,7.994,8.117,,,,,
6237,1982-06-04,7.631,7.844,7.895,7.884,8.175,8.4,8.391,7.996,8.127,,,,,
6238,1982-06-03,7.649,7.778,7.821,7.809,8.133,8.446,8.427,8.006,8.134,,,,,
